Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
CMS,XEL,0.01703,1,0.9845
AEP,ED,0.040506,2,0.9515
ATO,CMS,0.04282,3,0.9685
ATO,XEL,0.0453,4,0.9565
AVB,UDR,0.056424,5,0.913
AEE,PNW,0.058956,6,0.9726
EIX,PCG,0.064655,7,0.9661
SRE,XEL,0.066793,8,0.9274
DUK,SRE,0.069294,9,0.9315
DUK,XEL,0.070817,10,0.9429
DUK,WEC,0.073531,11,0.9139
ATO,DUK,0.081379,12,0.9077
PCG,PNW,0.084808,13,0.9447
EIX,PNW,0.085351,14,0.9325
CMS,SRE,0.089424,15,0.9042
CMS,DUK,0.091994,16,0.9335
CMS,LNT,0.094891,17,0.9458
NEE,PCG,0.095247,18,0.9331
CMCSA,IBM,0.099067,19,0.9706
MAC,SPG,0.104437,20,0.9827
