Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.077472,1,0.9792,1.0333
AVB,UDR,0.087359,2,0.9757,1.1115
CMS,LNT,0.118899,3,0.9732,0.898
C,KEY,0.153501,4,0.9863,0.9451
FRT,REG,0.163824,5,0.9818,1.036
HBAN,RF,0.167893,6,0.9834,0.9245
AEP,EVRG,0.170373,7,0.9612,0.8236
AEP,PEP,0.1898,8,0.9476,1.1708
AMT,XEL,0.202039,9,0.9409,1.0127
AEP,LNT,0.204877,10,0.9675,0.8402
LNT,XEL,0.207339,11,0.9489,1.0877
AVB,CPT,0.209488,12,0.9729,0.9877
RSG,WM,0.212544,13,0.9113,0.953
MDLZ,WM,0.214245,14,0.9157,0.7684
EVRG,LNT,0.215885,15,0.966,0.9793
AEP,CMS,0.218648,16,0.9376,0.8835
ES,WEC,0.222985,17,0.9579,0.9676
CPT,ESS,0.225938,18,0.9482,0.8628
COF,KEY,0.22647,19,0.9796,0.978
ATO,ED,0.230555,20,0.8915,1.0396
