Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
CMS,XEL,0.02876,1,0.9968
CMS,WEC,0.054635,2,0.9906
WEC,XEL,0.055365,3,0.9915
ED,WEC,0.06481,4,0.9876
AEP,SO,0.069801,5,0.9796
PNW,XEL,0.073834,6,0.9866
DTE,PCG,0.07716,7,0.9708
NTRS,PRU,0.08123,8,0.9824
JPM,PNC,0.083894,9,0.9489
RSG,WM,0.086978,10,0.9799
AEE,PNW,0.09024,11,0.9818
AEE,XEL,0.09445,12,0.9852
AVB,UDR,0.100687,13,0.9527
CMS,PNW,0.101841,14,0.9862
AEE,ES,0.102772,15,0.9868
JPM,MTB,0.103771,16,0.9496
ES,PNW,0.103923,17,0.983
PPL,XEL,0.104024,18,0.9784
TFC,WFC,0.104062,19,0.9749
AEP,NEE,0.109785,20,0.9661
