Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
WEC,XEL,0.061485,1,0.9509,1.0064
LNT,PNW,0.069733,2,0.9519,0.9218
DUK,SO,0.0701,3,0.9733,0.9478
CMS,EVRG,0.072569,4,0.9293,1.0226
CMS,PNW,0.099201,5,0.944,0.8038
ES,NEE,0.104042,6,0.9206,0.9718
EVRG,GIS,0.127548,7,0.8713,0.7717
AVB,EQR,0.132964,8,0.9624,1.0064
ABT,LLY,0.144507,9,0.9311,1.0725
EVRG,PNW,0.145593,10,0.9285,0.7212
AEP,WEC,0.153285,11,0.9269,1.0415
PEG,XEL,0.15492,12,0.8292,0.7908
AEP,XEL,0.156149,13,0.8901,1.0601
AEE,XEL,0.164879,14,0.9532,1.3303
DTE,LLY,0.165664,15,0.9233,0.9613
CMS,LNT,0.166124,16,0.8909,0.7843
CMS,GIS,0.173032,17,0.8358,0.8146
AMGN,PG,0.174567,18,0.8316,1.3138
PPL,SO,0.1766,19,0.9501,1.0361
EVRG,LNT,0.180214,20,0.8992,0.7214
