Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
DUK,SO,0.060616,1,0.9417,0.8809
DUK,WEC,0.065577,2,0.9459,0.9926
CMS,EVRG,0.067289,3,0.9504,0.9325
WEC,XEL,0.074624,4,0.9285,1.1005
ED,SO,0.075949,5,0.9759,1.2491
DUK,XEL,0.080751,6,0.9119,1.1348
PNW,WEC,0.084018,7,0.9338,1.0984
SO,WEC,0.089842,8,0.9154,1.0286
KMB,NEE,0.112191,9,0.89,0.7571
DUK,PNW,0.113956,10,0.9481,0.8467
EVRG,LNT,0.119315,11,0.9407,0.7909
NI,PSA,0.119992,12,0.9679,0.9873
AEE,AEP,0.126754,13,0.8215,0.6391
MAA,UDR,0.128052,14,0.9637,0.8865
DUK,ED,0.132986,15,0.9437,0.692
CMS,LNT,0.142994,16,0.9237,0.7611
PNW,XEL,0.14717,17,0.9378,1.3084
PG,XEL,0.149357,18,0.7547,0.7866
FRT,NEE,0.162083,19,0.8696,1.0555
SO,XEL,0.163098,20,0.832,1.1103
