Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
D,ED,0.075273,1,0.9478
DTE,PNW,0.086375,2,0.9778
SO,XEL,0.101634,3,0.9797
AEE,SO,0.108043,4,0.9283
EVRG,LNT,0.111951,5,0.9523
PNW,XEL,0.114922,6,0.9794
VZ,WEC,0.122137,7,0.979
EQR,UDR,0.129249,8,0.943
EVRG,SO,0.136989,9,0.961
ADP,MDLZ,0.143521,10,0.9357
CMS,EIX,0.144177,11,0.9696
ABT,MKC,0.147541,12,0.9811
DTE,XEL,0.156671,13,0.972
VTR,WELL,0.158864,14,0.9736
KMB,VZ,0.159377,15,0.9745
LUMN,NOC,0.165138,16,0.962
CLX,JNJ,0.165808,17,0.8185
LNT,MDLZ,0.166237,18,0.9292
EVRG,XEL,0.168223,19,0.9762
CMS,WEC,0.170321,20,0.9842
