Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,WEC,0.039271,1,0.9866,1.0207
DUK,SO,0.060737,2,0.9841,1.101
LNT,PNW,0.063129,3,0.9697,0.9431
CMS,PNW,0.076773,4,0.9746,1.121
LNT,WEC,0.083966,5,0.9682,0.8459
ED,SO,0.09063,6,0.9646,0.8846
CMS,DTE,0.097058,7,0.9814,1.099
ADP,XOM,0.100123,8,0.957,0.8191
CMS,LNT,0.103317,9,0.9654,1.1396
EVRG,VZ,0.103645,10,0.9215,0.8991
LLY,VZ,0.106579,11,0.9391,0.9518
DTE,EIX,0.108868,12,0.9536,0.8761
WEC,XEL,0.110814,13,0.9597,1.0555
DTE,PNW,0.111785,14,0.9556,0.9824
PNW,WEC,0.113621,15,0.9585,0.8642
DTE,LLY,0.114978,16,0.9446,1.0845
PNW,XEL,0.11663,17,0.97,0.9578
CMS,XEL,0.120468,18,0.9724,1.106
CPT,EQR,0.124734,19,0.9438,1.0933
MKC,NEE,0.12647,20,0.9332,0.8742
