Ticker_A,Ticker_B,SSD,Hedge_Ratio,Rank,Mean_A,Std_A,Mean_B,Std_B
DHR,TMO,3.718471,0.9926,1,160.4431010049487,27.437761862648422,378.1001207866366,63.63334565397828
FHN,KEY,5.501083,0.989,2,8.94585198637039,2.1182616270667727,10.384533893494378,2.199262020177407
CDNS,SNPS,5.809847,0.9884,3,93.961825204274,19.754239117696574,185.50396834479437,36.80878940423075
FRT,REG,5.815046,0.9883,4,70.31291030702137,14.097297091245238,36.455589294433594,6.615634529094064
COP,EOG,6.052399,0.9879,5,33.6434284164792,7.607352656188986,38.55501158275302,10.407746411125625
DHI,LEN,6.183696,0.9876,6,57.248843306586856,12.153316060840295,58.819411080981055,11.900874171506128
FITB,RF,6.328218,0.9873,7,17.88023447233533,3.676894208149852,9.924787788164048,1.9850599689671826
JPM,KEY,6.566796,0.9868,8,91.69666741386293,13.395345449262246,10.384533893494378,2.199262020177407
FHN,USB,6.653893,0.9867,9,8.94585198637039,2.1182616270667727,31.919815040770033,5.484071345387984
KEY,USB,7.054601,0.9858,10,10.384533893494378,2.199262020177407,31.919815040770033,5.484071345387984
MAC,SPG,7.217483,0.9855,11,8.407477766748459,4.46237141487751,58.593059040251234,20.5058335685379
CMA,HBAN,7.292556,0.9854,12,33.701959905170256,8.341136646885747,8.089772621790567,1.5832610468881847
SLG,SPG,7.417996,0.9851,13,39.638465200151714,11.057344725963882,58.593059040251234,20.5058335685379
EMR,ITT,7.547192,0.9849,14,58.170013185531374,8.816605703691602,57.65992959340414,8.84987695750558
AME,PH,7.598002,0.9847,15,92.41900301736499,13.273633630740813,182.5291032337007,38.898140265652806
DE,PWR,7.753896,0.9844,16,173.01569018288265,40.9439291994771,45.8177119058276,12.84563288982738
HBAN,KEY,7.825285,0.9843,17,8.089772621790567,1.5832610468881847,10.384533893494378,2.199262020177407
PRU,UNM,8.111319,0.9837,18,51.734618936266216,9.592911620012156,16.055921789199587,3.745581220490166
AME,APH,8.439478,0.983,19,92.41900301736499,13.273633630740813,24.51707855103508,3.780118576085783
JPM,USB,8.52215,0.9829,20,91.69666741386293,13.395345449262246,31.919815040770033,5.484071345387984
