Ticker_A,Ticker_B,SSD,Hedge_Ratio,Rank,Mean_A,Std_A,Mean_B,Std_B
CMA,RF,2.412899,0.9952,1,39.488194223434206,11.095884223119565,11.992214369395423,3.359063882084119
FHN,FITB,2.559567,0.9949,2,10.224079688390097,2.7572895771618438,21.61157900946481,6.051706952559514
CAT,DE,2.616105,0.9948,3,152.6798044537741,34.86373982231824,232.21833114018517,72.34971891953612
COF,FITB,2.694989,0.9946,4,81.8100118637085,23.693069356971193,21.61157900946481,6.051706952559514
KEY,RF,2.796425,0.9944,5,11.778403240536887,2.8622733046806172,11.992214369395423,3.359063882084119
FHN,RF,2.839664,0.9943,6,10.224079688390097,2.7572895771618438,11.992214369395423,3.359063882084119
RF,TFC,2.877358,0.9943,7,11.992214369395423,3.359063882084119,35.489160696665444,6.916893305842075
FHN,KEY,2.969972,0.9941,8,10.224079688390097,2.7572895771618438,11.778403240536887,2.8622733046806172
MET,RJF,3.090974,0.9938,9,38.66570151798309,8.545039443972794,55.587071630689834,13.219535663662592
JPM,PNC,3.321978,0.9934,10,102.33468788389176,20.678368839630245,109.96326906718905,24.513645561730154
MTB,ZION,3.343147,0.9933,11,102.08223018948993,19.43216935581836,33.556522490486266,8.255102899122623
CMA,KEY,3.395819,0.9932,12,39.488194223434206,11.095884223119565,11.778403240536887,2.8622733046806172
JPM,KEY,3.570863,0.9929,13,102.33468788389176,20.678368839630245,11.778403240536887,2.8622733046806172
PNC,SCHW,3.60401,0.9928,14,109.96326906718905,24.513645561730154,43.5522197466048,11.794465986734206
COF,FHN,3.643165,0.9927,15,81.8100118637085,23.693069356971193,10.224079688390097,2.7572895771618438
FITB,RF,3.857866,0.9923,16,21.61157900946481,6.051706952559514,11.992214369395423,3.359063882084119
CMA,HBAN,3.883836,0.9922,17,39.488194223434206,11.095884223119565,9.313164709106324,2.301526242093387
HBAN,RF,3.908513,0.9922,18,9.313164709106324,2.301526242093387,11.992214369395423,3.359063882084119
HBAN,KEY,3.916084,0.9922,19,9.313164709106324,2.301526242093387,11.778403240536887,2.8622733046806172
CMA,FITB,3.934139,0.9921,20,39.488194223434206,11.095884223119565,21.61157900946481,6.051706952559514
