Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,XEL,0.023489,1,0.9964,0.9742
WEC,XEL,0.023596,2,0.9966,0.9543
AEP,WEC,0.043864,3,0.9927,1.0134
AIV,UDR,0.055574,4,0.9902,0.991
ATO,LNT,0.064898,5,0.9761,0.9035
CMS,FE,0.066796,6,0.9807,1.0036
AEE,DTE,0.08171,7,0.988,1.0157
ETR,NEE,0.090975,8,0.9861,1.169
LNT,NEE,0.098751,9,0.973,0.8446
CMS,DTE,0.116306,10,0.9881,0.9323
AIV,AVB,0.118502,11,0.9767,1.1181
AEE,WEC,0.120616,12,0.9901,0.8995
DTE,WEC,0.124455,13,0.9821,0.8675
EQR,ESS,0.126522,14,0.9741,0.8646
AIV,EXC,0.128559,15,0.9709,1.0525
EQR,ETR,0.130264,16,0.9656,0.9087
MTB,TFC,0.13074,17,0.9446,1.0412
AEE,AEP,0.133358,18,0.9856,0.8764
AVB,EXC,0.134127,19,0.9591,0.9067
AVB,UDR,0.137019,20,0.9809,0.8575
