Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
D,EVRG,0.037385,1,0.9849
PEG,XEL,0.079597,2,0.974
WEC,XEL,0.107347,3,0.9618
ES,LNT,0.108791,4,0.962
DUK,WEC,0.119509,5,0.948
AEE,XEL,0.127148,6,0.9426
AEE,PEG,0.12922,7,0.9352
CMS,DTE,0.132204,8,0.9907
KO,XEL,0.133652,9,0.9104
KO,MO,0.133742,10,0.9051
DUK,XEL,0.137017,11,0.9189
PEG,WEC,0.1372,12,0.9279
CLX,CMS,0.139223,13,0.9691
EVRG,LNT,0.144183,14,0.9659
D,WEC,0.146107,15,0.9645
CMS,KMB,0.146934,16,0.9705
ESS,MAA,0.14698,17,0.8562
ES,PNW,0.149836,18,0.9611
CNP,VZ,0.150379,19,0.9613
PNW,REG,0.153032,20,0.9451
