Ticker_A,Ticker_B,SSD,Hedge_Ratio,Rank,Mean_A,Std_A,Mean_B,Std_B
AEP,XEL,3.284383,0.9934,1,54.07558373042515,3.550602222408371,37.45863183339437,2.5233572954584687
DOC,WELL,5.105412,0.9898,2,17.30887578025697,1.899054018857728,48.58307193574451,6.044005594480076
WEC,XEL,5.199806,0.9896,3,51.53842017764137,3.60197730917428,37.45863183339437,2.5233572954584687
AEP,DUK,5.310248,0.9894,4,54.07558373042515,3.550602222408371,59.210286064753454,3.817355467139411
AEE,CMS,5.391666,0.9892,5,49.423357706221324,4.2910932838022315,37.934560851445276,2.6589941912417556
AMG,IVZ,5.970212,0.988,6,143.12136350359236,28.728453699124277,17.60205670765468,3.3439102067359108
AEP,WEC,7.510435,0.9849,7,54.07558373042515,3.550602222408371,51.53842017764137,3.60197730917428
CMS,WEC,7.532785,0.9849,8,37.934560851445276,2.6589941912417556,51.53842017764137,3.60197730917428
AIV,UDR,7.62259,0.9847,9,1.9595577527606298,0.1328317535692682,28.760447676219638,2.193351766959808
CPT,MAA,8.086489,0.9838,10,69.26310991862464,4.031954671164706,74.00127277677021,4.62542462176654
DOC,O,8.096513,0.9837,11,17.30887578025697,1.899054018857728,38.184338213905455,3.9992711435167685
AEE,WEC,8.456563,0.983,12,49.423357706221324,4.2910932838022315,51.53842017764137,3.60197730917428
AVB,UDR,9.134029,0.9816,13,133.792666177901,8.602644799570411,28.760447676219638,2.193351766959808
LLY,MRK,9.48767,0.9809,14,86.60561358739459,13.945567713679218,49.58177881392221,6.233119864909804
DUK,XEL,9.664174,0.9806,15,59.210286064753454,3.817355467139411,37.45863183339437,2.5233572954584687
AEP,ES,10.702653,0.9784,16,54.07558373042515,3.550602222408371,46.62145015171596,3.321581242411621
ES,XEL,11.115939,0.9776,17,46.62145015171596,3.321581242411621,37.45863183339437,2.5233572954584687
BLK,STT,11.382797,0.9771,18,395.58351655990356,45.13309925373396,69.15122074551053,10.64281305394084
CMS,NEE,11.552446,0.9767,19,37.934560851445276,2.6589941912417556,34.535144548567516,1.911631755880934
AEE,EXC,11.569082,0.9767,20,49.423357706221324,4.2910932838022315,23.013366426740372,1.819174442018063
