Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
EVRG,WEC,0.093017,1,0.9756
JNJ,WMT,0.13589,2,0.9001
CMS,CNP,0.155215,3,0.9803
AEE,EIX,0.170448,4,0.8474
MCD,MKC,0.176512,5,0.9698
EIX,ETR,0.205198,6,0.8255
CLX,LH,0.210782,7,0.912
ATO,LIN,0.211087,8,0.8587
SRE,VZ,0.216068,9,0.8161
ED,LUMN,0.21773,10,0.9345
JNJ,PCG,0.21851,11,0.8393
AEP,ED,0.223804,12,0.9334
ED,WEC,0.224308,13,0.9372
AEE,ETR,0.224987,14,0.8816
EIX,T,0.226646,15,0.8737
PNW,WM,0.24118,16,0.95
CLX,PEP,0.248269,17,0.8714
PCG,T,0.249413,18,0.8265
CL,PEP,0.25108,19,0.8805
PCG,XEL,0.264112,20,0.8817
