Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEE,LNT,0.067752,1,0.956,0.9214
AON,WTW,0.097914,2,0.9825,1.1171
CMS,LNT,0.151068,3,0.9056,0.7817
CPT,MAA,0.158355,4,0.9795,0.898
AEE,CMS,0.169034,5,0.8857,0.9905
AEP,CMS,0.19761,6,0.826,0.7634
AEP,PNW,0.235101,7,0.8454,0.6838
DUK,SO,0.249232,8,0.9475,0.9347
AEP,ETR,0.257166,9,0.7951,0.6986
RSG,WM,0.258208,10,0.9593,1.0198
CMS,WEC,0.26438,11,0.9099,0.7899
CMS,ES,0.266845,12,0.789,0.7955
HSY,KO,0.274913,13,0.8724,0.8889
PNW,SRE,0.275676,14,0.8035,1.0767
CMS,ETR,0.277001,15,0.7967,0.7491
AVB,ESS,0.315773,16,0.9395,0.756
AEE,AEP,0.316589,17,0.7544,0.8995
AEP,ES,0.318367,18,0.7604,0.7111
CL,WMT,0.320997,19,0.8948,0.7951
PEP,VZ,0.323277,20,0.7462,0.8007
