Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AVB,EQR,0.041899,1,0.9958,1.0307
CPT,UDR,0.055273,2,0.9921,1.0293
AEE,XEL,0.056281,3,0.9702,0.9381
CMS,DUK,0.056466,4,0.9805,1.0857
AVB,UDR,0.082279,5,0.9871,1.0027
AEE,DUK,0.109724,6,0.9576,0.8492
AEP,CNP,0.111412,7,0.9428,0.9225
EQR,UDR,0.112119,8,0.9842,0.9656
CMS,NI,0.121896,9,0.9669,1.0283
ITW,PH,0.125317,10,0.955,0.9117
AVB,CPT,0.130363,11,0.9804,0.9609
WEC,XEL,0.146476,12,0.9496,0.9688
CMS,EXC,0.148792,13,0.9581,0.8873
CB,HIG,0.152324,14,0.963,0.9084
ES,LNT,0.157179,15,0.9172,0.8846
CPT,EQR,0.158985,16,0.978,1.031
DUK,EXC,0.167179,17,0.9553,0.7995
HBAN,RF,0.169333,18,0.9162,1.0171
KIM,REG,0.170238,19,0.9359,1.0652
DHI,LEN,0.180052,20,0.9782,1.0982
