Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEE,DTE,0.048143,1,0.9872,1.0584
ETR,WEC,0.072877,2,0.9933,1.01
EQR,ESS,0.080776,3,0.9886,0.936
CMS,FE,0.081647,4,0.9855,0.9993
JPM,PNC,0.084744,5,0.9484,0.8925
AEP,XEL,0.090997,6,0.9907,0.8978
AVB,UDR,0.091751,7,0.9807,0.9791
AEE,AVB,0.096122,8,0.9696,0.9206
AIV,UDR,0.100755,9,0.9701,0.9055
AVB,DTE,0.10925,10,0.9716,1.0988
MAA,NEE,0.110669,11,0.9875,1.0767
ES,XEL,0.112,12,0.9843,0.9148
AIV,AVB,0.127779,13,0.9689,0.9056
AEE,NI,0.13078,14,0.9696,1.0864
BAC,FITB,0.135037,15,0.9263,0.9929
L,MET,0.138514,16,0.9374,0.7986
CMS,NEE,0.139968,17,0.9934,0.8865
EQR,ES,0.142079,18,0.9762,0.9682
MDLZ,WM,0.145021,19,0.9822,0.9992
GL,USB,0.14506,20,0.9051,1.0206
