Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
DUK,PNW,0.02926,1,0.9815,0.938
AEP,XEL,0.033471,2,0.973,0.9413
VTR,WELL,0.033916,3,0.9933,1.01
DTE,ED,0.05573,4,0.9717,0.7949
EQR,UDR,0.061463,5,0.9569,1.135
DTE,ES,0.06536,6,0.9277,0.8915
AEP,DTE,0.080413,7,0.9622,1.1336
ED,ES,0.08045,8,0.9347,1.0973
LNT,WEC,0.085669,9,0.9103,1.023
AEP,CMS,0.08678,10,0.9354,1.0165
DTE,XEL,0.087496,11,0.9748,0.7992
CMS,XEL,0.090901,12,0.9454,0.8402
CMS,DTE,0.09684,13,0.8938,0.9632
AEP,ED,0.117495,14,0.9572,0.921
CMS,NI,0.123872,15,0.93,0.771
ED,XEL,0.123989,16,0.9683,0.9711
MRSH,WTW,0.129731,17,0.7655,0.6724
CMA,RF,0.132539,18,0.9932,1.0376
MS,PNC,0.133585,19,0.9698,0.9169
FRT,UDR,0.138547,20,0.8851,1.0145
