Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,WEC,0.034598,1,0.9858,1.0319
CMS,PNW,0.054852,2,0.9806,1.071
PNW,WEC,0.059834,3,0.9728,0.9327
ED,SO,0.071921,4,0.9772,0.9504
CMS,XEL,0.075764,5,0.9765,1.0728
DTE,LNT,0.083459,6,0.9596,0.976
LNT,PNW,0.085115,7,0.9769,0.9059
WEC,XEL,0.087357,8,0.9696,1.0164
VTR,WELL,0.094411,9,0.9626,0.8505
PNW,XEL,0.095697,10,0.9694,0.9738
AON,L,0.099956,11,0.9358,1.0102
LNT,WEC,0.10114,12,0.9672,0.8593
CB,WRB,0.101859,13,0.9638,0.8549
LNT,XEL,0.103689,14,0.9442,0.8784
DTE,XEL,0.110443,15,0.9492,0.9022
CMS,WMT,0.118019,16,0.9547,0.902
PNW,WMT,0.11815,17,0.9597,0.8306
CMS,LNT,0.121042,18,0.9618,1.1305
ABT,MO,0.128775,19,0.9521,0.8561
CMS,DTE,0.129524,20,0.9789,1.1325
