Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
DTE,WEC,0.049188,1,0.9777,0.9746
ES,XEL,0.066833,2,0.9714,0.9754
CMS,ES,0.070011,3,0.9674,1.0008
PEP,T,0.09386,4,0.8635,0.7539
ED,PNW,0.100353,5,0.8106,0.7084
COF,GL,0.100824,6,0.9668,1.035
PCG,SO,0.10381,7,0.934,1.1511
KIM,REG,0.106025,8,0.9191,0.9864
LNT,PPL,0.109178,9,0.9542,1.0497
EL,TRV,0.111769,10,0.9064,0.8746
PEP,WMT,0.114176,11,0.7844,0.8853
ESS,UDR,0.116857,12,0.9734,1.1302
AVB,CPT,0.119155,13,0.9589,0.7805
PNC,WFC,0.120105,14,0.9739,0.8628
CMS,DTE,0.120735,15,0.9814,0.8185
ITW,MDLZ,0.125067,16,0.9638,0.9172
PEP,RSG,0.125461,17,0.7644,0.8193
DHR,HSIC,0.127187,18,0.954,0.9581
BDX,USB,0.130639,19,0.9539,1.03
CMS,WEC,0.130814,20,0.9726,0.8092
