Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
PNW,WEC,0.07456,1,0.9301
WEC,XEL,0.076271,2,0.9332
ED,SO,0.076347,3,0.9847
DUK,SO,0.095726,4,0.9643
EVRG,PNW,0.107415,5,0.9377
PNW,XEL,0.112032,6,0.9251
DTE,LNT,0.113558,7,0.9358
NEE,PNW,0.121479,8,0.8974
AEE,XEL,0.132394,9,0.9125
GIS,XEL,0.133354,10,0.8692
ES,LNT,0.133379,11,0.8959
CMS,EVRG,0.136253,12,0.9368
AEP,PEG,0.136341,13,0.8585
CMS,LNT,0.137126,14,0.8879
LLY,MDLZ,0.140408,15,0.9381
PG,WMT,0.140692,16,0.7545
EVRG,WEC,0.141455,17,0.8764
AEE,AEP,0.147578,18,0.8658
DUK,WEC,0.15288,19,0.9229
AEE,PEG,0.161268,20,0.8637
