Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
CMS,FE,0.052266,1,0.9881
AEP,XEL,0.067394,2,0.9911
AEP,ES,0.071625,3,0.9874
AVB,CPT,0.077329,4,0.9804
ATO,LNT,0.084858,5,0.9858
ETR,WEC,0.089298,6,0.9943
AIV,UDR,0.098362,7,0.9737
GL,JPM,0.098607,8,0.9182
AEE,DTE,0.099189,9,0.989
CMS,LNT,0.099317,10,0.9899
ES,XEL,0.099432,11,0.9902
SO,XEL,0.103149,12,0.9903
MAA,PSA,0.107155,13,0.9856
EQR,UDR,0.109083,14,0.9844
AVB,DTE,0.115682,15,0.9662
BAC,FITB,0.116485,16,0.9285
CMS,NEE,0.125218,17,0.9924
WEC,XEL,0.132533,18,0.9858
GL,USB,0.134178,19,0.8781
BXP,FRT,0.134541,20,0.9504
