Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
EVRG,WEC,0.130058,1,0.9745,0.9975
EIX,T,0.154137,2,0.8721,0.8721
CMS,CNP,0.168236,3,0.9799,1.0206
MCD,MKC,0.183344,4,0.9698,1.1343
AEE,EIX,0.185158,5,0.8459,0.9315
EIX,ETR,0.193931,6,0.8227,0.9602
JNJ,WMT,0.21014,7,0.898,0.8411
JNJ,PCG,0.221392,8,0.8346,0.7188
EIX,JNJ,0.221413,9,0.8138,0.7897
AEE,ETR,0.223777,10,0.8788,1.1347
LH,SO,0.224673,11,0.8807,1.1146
EIX,PCG,0.232668,12,0.8534,0.7096
PCG,T,0.235972,13,0.8219,0.9915
ED,WEC,0.24202,14,0.9358,0.8582
AEE,T,0.245783,15,0.7914,0.8668
AEP,ED,0.24579,16,0.9323,0.9098
ES,WEC,0.250089,17,0.9659,1.0107
DUK,KMB,0.254817,18,0.8685,0.889
SRE,VZ,0.256838,19,0.8162,0.883
CLX,SO,0.260586,20,0.9006,0.9811
