Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
ES,PNW,0.04559,1,0.986
EVRG,WEC,0.046177,2,0.9831
PNW,WEC,0.062932,3,0.9781
ES,WEC,0.064596,4,0.9837
EVRG,PNW,0.069205,5,0.9749
DUK,ES,0.074292,6,0.9563
T,XEL,0.084,7,0.942
ES,EVRG,0.08614,8,0.9821
DTE,WEC,0.097323,9,0.9875
ES,PEG,0.110841,10,0.9557
L,LIN,0.111858,11,0.9209
DUK,PNW,0.112992,12,0.9487
PEG,WEC,0.114384,13,0.9607
KO,SYY,0.119125,14,0.917
AVB,EQR,0.119892,15,0.8087
PEG,PNW,0.121671,16,0.9458
ACGL,CINF,0.124359,17,0.9754
DUK,WEC,0.125945,18,0.9455
PNC,WFC,0.130247,19,0.9843
JNJ,SJM,0.138355,20,0.9856
