Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,WEC,0.038537,1,0.983,1.0202
CMS,XEL,0.052689,2,0.9793,1.0214
WEC,XEL,0.067166,3,0.9756,0.979
LNT,PNW,0.071319,4,0.9754,0.8796
DTE,WEC,0.082422,5,0.9723,0.8734
CMS,DTE,0.104851,6,0.9747,1.1245
EVRG,PNW,0.109715,7,0.9545,0.7843
DUK,SO,0.110571,8,0.982,1.0183
ED,SO,0.120424,9,0.9847,0.987
PNW,XEL,0.12249,10,0.9686,0.9726
VTR,WELL,0.12551,11,0.9575,0.8345
EVRG,NEE,0.130549,12,0.9073,0.947
ADP,LIN,0.132256,13,0.9212,0.9554
EVRG,XEL,0.135177,14,0.9491,0.783
EVRG,VZ,0.13935,15,0.8848,0.982
APD,HSIC,0.14288,16,0.9231,0.9381
AEE,SO,0.143901,17,0.9557,0.9223
LNT,NEE,0.144787,18,0.9093,1.0412
CMS,WMT,0.145425,19,0.9487,0.8906
ABT,LLY,0.14609,20,0.9316,0.8796
