Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,WEC,0.042793,1,0.9345,1.0633
CMS,DTE,0.044481,2,0.9324,0.9425
DTE,WEC,0.053453,3,0.935,1.0524
ES,XEL,0.05831,4,0.8954,0.8381
EVRG,WEC,0.088015,5,0.8912,1.1079
ITW,SNA,0.105165,6,0.9862,0.9897
ESS,UDR,0.105396,7,0.9002,1.0588
ROP,SNPS,0.112847,8,0.9084,0.8405
CMS,EVRG,0.113004,9,0.8346,0.7676
DTE,PEG,0.113578,10,0.8771,0.8229
JKHY,MRSH,0.115909,11,0.9839,1.0144
ES,WEC,0.117001,12,0.924,0.9774
JKHY,MMM,0.124777,13,0.9831,1.0554
DUK,T,0.125542,14,0.7625,0.8412
MAA,REG,0.129052,15,0.9042,0.8297
PNW,XEL,0.129569,16,0.8414,1.0263
DTE,EVRG,0.131297,17,0.8023,0.729
ADP,PAYX,0.134113,18,0.9836,0.8917
WEC,XEL,0.136968,19,0.8699,0.7687
CINF,CL,0.137468,20,0.9341,0.8777
