Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
DTE,WEC,0.046315,1,0.9663,1.0487
CMS,EVRG,0.065172,2,0.9422,0.9275
CMS,DTE,0.066773,3,0.9605,0.9428
CMS,WEC,0.094033,4,0.9635,1.0247
ACGL,ALL,0.095969,5,0.9717,0.9907
ED,EIX,0.108945,6,0.8815,0.7592
PNC,WFC,0.110978,7,0.9853,0.8717
ES,PNW,0.116209,8,0.909,0.77
EVRG,WEC,0.116822,9,0.9559,1.0355
AEE,BF-B,0.119588,10,0.9326,0.9339
DUK,ES,0.120667,11,0.853,0.8562
DTE,EVRG,0.122215,12,0.9197,0.924
ACGL,CINF,0.125761,13,0.9629,1.0258
CMS,PEG,0.125892,14,0.9294,0.8644
ES,XEL,0.12604,15,0.9375,0.9252
ADP,HON,0.130863,16,0.9836,1.0156
ED,T,0.131291,17,0.8155,0.8665
ADP,PAYX,0.133021,18,0.9853,0.9046
AVB,EQR,0.136559,19,0.8721,0.9614
BIO,WRB,0.138093,20,0.7904,0.8572
