Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
PNW,XEL,0.090065,1,0.9719,1.0654
JNJ,WMT,0.095873,2,0.8477,0.9858
BDX,JNJ,0.104981,3,0.9158,1.1638
BXP,VNO,0.130577,4,0.9872,0.9724
SO,XEL,0.132454,5,0.9673,1.1613
PPG,ROP,0.134835,6,0.9786,0.9603
AEE,T,0.137621,7,0.9602,1.0143
CNP,XEL,0.149024,8,0.9579,1.1056
AEP,PCG,0.151054,9,0.9092,0.8234
ED,PCG,0.151752,10,0.9574,1.0288
BDX,WMT,0.165711,11,0.8736,1.2959
ACGL,CB,0.166994,12,0.956,0.8964
ACGL,HRL,0.175256,13,0.9489,1.028
ACGL,MKC,0.17634,14,0.9584,1.0425
ATO,WM,0.182563,15,0.818,0.7399
CNP,PNW,0.184702,16,0.9381,0.9883
PNW,SO,0.186787,17,0.9494,0.8606
FISV,SNPS,0.189045,18,0.928,0.9472
BALL,ES,0.195578,19,0.96,0.983
AEP,ED,0.196185,20,0.923,0.7746
