Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.036331,1,0.9979,1.0827
PNW,XEL,0.068901,2,0.9896,1.0031
DTE,PCG,0.074729,3,0.9858,0.9445
CMS,PNW,0.082221,4,0.9898,1.0589
PNC,WFC,0.087109,5,0.9617,0.8667
JPM,MTB,0.093347,6,0.941,0.8816
FHN,TFC,0.101238,7,0.9525,1.0332
AIV,CPT,0.104237,8,0.9558,0.8889
GPC,MMM,0.106474,9,0.9643,0.9755
LIN,ORCL,0.108416,10,0.9251,0.9865
AEP,PCG,0.119064,11,0.9747,1.0524
ADP,PEP,0.119874,12,0.9281,1.1392
AVB,UDR,0.12416,13,0.9299,0.8208
AIG,WFC,0.125858,14,0.931,1.0061
AZO,ORLY,0.13206,15,0.9293,0.8572
AEP,NEE,0.133925,16,0.9778,0.9167
BRK-B,L,0.140743,17,0.8454,0.8764
AEP,DTE,0.140809,18,0.9743,1.0976
FHN,MCO,0.142242,19,0.9316,0.9469
CAT,ROK,0.144378,20,0.9365,0.9955
