Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,EVRG,0.118173,1,0.9782,0.974
EQR,UDR,0.118766,2,0.986,1.0018
CMS,PPL,0.126275,3,0.9888,0.9177
FE,KO,0.136288,4,0.9656,0.9429
EVRG,FE,0.141779,5,0.9739,1.0894
CMS,FE,0.147031,6,0.979,1.0928
DUK,EIX,0.154615,7,0.9852,0.9074
ATO,LNT,0.166723,8,0.9693,0.9104
PNC,RF,0.172733,9,0.99,0.9444
BRK-B,CB,0.182636,10,0.9655,0.9244
EVRG,PPL,0.188275,11,0.9893,0.921
CPT,EQR,0.223275,12,0.9851,1.0998
SYY,UNP,0.227983,13,0.809,0.8072
CPB,KO,0.23775,14,0.9423,0.8535
D,PPL,0.248459,15,0.9813,1.0908
HSY,PEP,0.251449,16,0.6298,0.7492
DHR,TMO,0.252978,17,0.9421,1.0072
LNT,WEC,0.253541,18,0.9542,1.035
AVB,DUK,0.255277,19,0.9726,1.054
CINF,NDAQ,0.259831,20,0.9722,0.9585
