Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
EVRG,WEC,0.098784,1,0.9743,1.0028
ES,EVRG,0.117778,2,0.9681,0.9485
CMS,CNP,0.122654,3,0.9734,1.081
IBM,PCG,0.137381,4,0.8576,0.7574
AEE,ETR,0.146183,5,0.8502,1.081
CLX,SO,0.147411,6,0.8979,0.8869
CL,PG,0.147507,7,0.934,0.8123
ED,MMM,0.151617,8,0.9396,0.8656
SO,XEL,0.158331,9,0.9127,0.8319
MKC,SYY,0.161431,10,0.9634,0.874
ATO,T,0.168666,11,0.7641,0.7511
ADP,CL,0.180906,12,0.9149,0.9093
ES,WEC,0.185863,13,0.9562,0.9654
ETR,T,0.186935,14,0.676,0.6177
CMS,NI,0.190778,15,0.9654,0.879
CLX,XEL,0.201636,16,0.8907,0.8017
IBM,KMB,0.202261,17,0.7807,0.6884
D,MO,0.206763,18,0.9625,1.0519
D,NI,0.206947,19,0.9648,1.0004
CMS,PNW,0.209448,20,0.9712,1.0459
