Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,PNW,0.079228,1,0.9539,0.8594
DUK,SO,0.081921,2,0.9803,0.9626
PNW,WEC,0.098518,3,0.9642,1.0105
LNT,WEC,0.100028,4,0.9359,0.8996
LNT,PNW,0.114046,5,0.9651,0.8868
EVRG,XEL,0.115856,6,0.9327,0.7714
ABT,MDLZ,0.116352,7,0.9483,0.9185
CMS,WEC,0.121595,8,0.9566,0.9033
KMB,WEC,0.122447,9,0.922,0.9122
DTE,WEC,0.123292,10,0.9553,0.9875
CMS,EVRG,0.127165,11,0.9465,1.114
PNC,TFC,0.132611,12,0.9673,0.994
ES,NEE,0.134036,13,0.8633,0.8237
EVRG,NEE,0.142298,14,0.8794,0.9612
AEP,XEL,0.145103,15,0.9153,1.0208
DTE,LNT,0.146642,16,0.9313,0.9966
SRE,VTR,0.147296,17,0.7968,0.6442
CMS,XEL,0.148505,18,0.9727,0.9475
LLY,MDLZ,0.160254,19,0.9278,0.8773
O,SRE,0.165098,20,0.7266,0.7384
