Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
AEP,DTE,0.039959,1,0.9646
EVRG,PNW,0.052312,2,0.9702
ITW,MMM,0.05896,3,0.9518
ES,EVRG,0.070959,4,0.955
ES,PNW,0.071856,5,0.9671
EVRG,WEC,0.075941,6,0.9485
PNW,WEC,0.07729,7,0.9547
KIM,PLD,0.085095,8,0.9399
ES,WEC,0.086195,9,0.9376
CMS,XEL,0.093624,10,0.967
AJG,STT,0.097362,11,0.9051
CINF,LMT,0.104623,12,0.9232
AEE,DTE,0.1063,13,0.9307
BRO,USB,0.108341,14,0.7635
DHR,RSG,0.109393,15,0.845
SLG,VNO,0.109594,16,0.9584
GS,TFC,0.110557,17,0.9441
AMT,KO,0.111345,18,0.7916
BLK,ITW,0.112151,19,0.9545
TFC,UNM,0.112227,20,0.9238
