Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,XEL,0.015082,1,0.9901,0.9517
AEP,DUK,0.022493,2,0.989,1.0187
AIV,AVB,0.035268,3,0.9814,0.9234
DUK,XEL,0.043422,4,0.9775,0.9114
CMS,WEC,0.044164,5,0.9789,1.0675
AIV,UDR,0.062731,6,0.9829,0.8173
AVB,UDR,0.063924,7,0.9797,0.8661
DTE,ES,0.075395,8,0.9523,0.999
ATO,EVRG,0.076034,9,0.9658,1.0483
EQR,UDR,0.082785,10,0.9673,0.8998
DUK,PNW,0.090133,11,0.9511,1.0091
DTE,WEC,0.092133,12,0.9775,0.9737
AIV,EQR,0.096271,13,0.96,0.8565
CPT,EQR,0.098116,14,0.9466,0.8899
CMS,LNT,0.106049,15,0.9691,1.193
AEE,ATO,0.111695,16,0.9726,1.1454
ETR,EVRG,0.115198,17,0.9527,0.7608
AVB,EQR,0.124764,18,0.9534,0.9038
FRT,MAA,0.127918,19,0.9249,0.8106
AEP,PNW,0.136276,20,0.948,1.037
