Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,CMS,0.062628,1,0.9451,0.899
MDT,SYK,0.094802,2,0.9734,0.9698
D,WEC,0.097107,3,0.9469,0.7522
WEC,XEL,0.120838,4,0.9316,0.9266
D,XEL,0.123509,5,0.9017,0.7121
AEE,LNT,0.137287,6,0.9744,0.7923
D,ED,0.151373,7,0.9206,0.7728
ED,XEL,0.160287,8,0.8992,0.8463
CMS,WEC,0.169122,9,0.9361,0.8921
CPT,MAA,0.180138,10,0.9962,1.0123
EW,ISRG,0.183375,11,0.988,1.0383
KO,MDLZ,0.190955,12,0.8968,0.8701
KO,PEP,0.191596,13,0.8916,0.8436
AEP,WEC,0.201632,14,0.8982,0.8145
DTE,NI,0.209939,15,0.9293,1.0068
DTE,ITW,0.212459,16,0.9187,1.0181
EQR,UDR,0.229217,17,0.989,1.0041
DTE,SO,0.237427,18,0.9382,1.2768
PEG,SRE,0.239159,19,0.8045,0.8568
CHD,D,0.24338,20,0.6314,0.4871
