Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
RSG,WM,0.055316,1,0.9699,0.9578
MLM,VMC,0.062393,2,0.9872,1.043
AVB,UDR,0.091903,3,0.991,0.8969
CPT,UDR,0.103924,4,0.9879,1.0017
MCO,SPGI,0.108741,5,0.9886,1.0546
ES,EVRG,0.110412,6,0.947,1.0321
MAA,UDR,0.115144,7,0.9872,0.9066
WEC,XEL,0.127126,8,0.9705,0.965
ETN,PH,0.130214,9,0.9521,0.9465
ETR,XEL,0.141168,10,0.9486,0.8808
CMS,DTE,0.147412,11,0.9618,0.9412
AVB,EQR,0.156715,12,0.9944,1.0599
DTE,XEL,0.158117,13,0.961,1.0711
AEE,LNT,0.166508,14,0.926,0.874
CPT,MAA,0.166905,15,0.9884,1.0908
NVR,PHM,0.172424,16,0.9748,1.0137
BAC,STT,0.178416,17,0.9819,0.8907
AME,ITW,0.179264,18,0.943,0.8629
D,LNT,0.179805,19,0.9343,1.0757
DOC,ESS,0.185636,20,0.9758,0.9946
