Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
AEP,ED,0.057649,1,0.9769
HBAN,PNC,0.067001,2,0.9836
ES,WEC,0.075935,3,0.9847
BXP,SLG,0.077637,4,0.9836
FRT,SPG,0.081598,5,0.9694
FITB,RF,0.083931,6,0.9338
BRK-B,CB,0.084086,7,0.9119
KEY,NTRS,0.09578,8,0.9686
EIX,LNT,0.096498,9,0.9606
ITW,MMM,0.097314,10,0.9692
AEE,EIX,0.100827,11,0.9647
AEE,DTE,0.107025,12,0.9581
DUK,FE,0.108326,13,0.9631
ES,PNW,0.109682,14,0.9863
D,DTE,0.110954,15,0.972
DTE,EIX,0.11549,16,0.945
FRT,O,0.116564,17,0.9707
DTE,LNT,0.121674,18,0.96
AME,IEX,0.121905,19,0.8641
EQR,ESS,0.12303,20,0.9735
