Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
EIX,PCG,0.026209,1,0.9864,1.027
CMS,ED,0.039899,2,0.9816,0.9982
CMS,PPL,0.055248,3,0.9894,0.8455
CMS,ES,0.056258,4,0.9886,0.906
ES,XEL,0.060972,5,0.9833,0.9034
DUK,WEC,0.061856,6,0.9651,1.1786
PCG,SRE,0.06229,7,0.9645,1.0158
CMS,PCG,0.062652,8,0.9729,1.0087
ATO,CMS,0.064298,9,0.9746,1.0781
AEP,LNT,0.066818,10,0.985,1.2199
ED,LNT,0.071954,11,0.9862,1.1954
ES,PCG,0.074202,12,0.9718,1.0972
PEP,SRE,0.074956,13,0.9617,0.8949
CMS,SRE,0.079507,14,0.9617,1.0475
AVB,UDR,0.082112,15,0.9516,0.996
AEP,ED,0.086113,16,0.9884,1.0104
ATO,PPL,0.086998,17,0.9667,0.9151
BRK-B,L,0.09073,18,0.9622,1.0206
ATO,ED,0.092411,19,0.9632,1.0813
EIX,ES,0.0934,20,0.9601,0.8874
