Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AVB,EQR,0.0304,1,0.9932,0.9736
AEP,XEL,0.048386,2,0.9745,0.8967
AEP,CNP,0.062926,3,0.9502,0.9688
WEC,XEL,0.065616,4,0.9548,0.9298
CMS,DUK,0.068346,5,0.9834,1.0768
DTE,LNT,0.079199,6,0.9647,1.058
AEP,WEC,0.080494,7,0.946,0.8956
CMS,NI,0.086521,8,0.9558,1.0608
CNP,XEL,0.097333,9,0.9468,0.8567
HIG,TRV,0.101155,10,0.9635,1.0642
DUK,ES,0.102955,11,0.9526,0.9014
CB,TRV,0.103207,12,0.9491,0.9273
CNP,SRE,0.105236,13,0.91,0.9491
CPT,EQR,0.115437,14,0.971,1.0146
ES,EVRG,0.115958,15,0.9377,1.0391
AEE,ETR,0.115989,16,0.9087,0.9576
AEE,DUK,0.120167,17,0.9498,0.8224
AEE,AEP,0.124516,18,0.9692,0.9994
RSG,WM,0.126348,19,0.9343,0.9615
AEE,ES,0.1276,20,0.9411,0.7695
