Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.015101,1,0.985,1.045
AEP,ED,0.049225,2,0.9414,0.9987
ATO,CMS,0.056374,3,0.9631,0.951
CMS,WEC,0.060945,4,0.9563,0.8722
WEC,XEL,0.062151,5,0.9704,1.128
ATO,XEL,0.063913,6,0.9414,0.986
AEE,DTE,0.087695,7,0.9496,0.8318
SO,XEL,0.091859,8,0.8974,0.8547
DUK,ED,0.098013,9,0.9736,1.0193
LNT,PNW,0.099185,10,0.9315,0.9912
AEP,WEC,0.099396,11,0.9405,0.8629
ED,WEC,0.101994,12,0.9501,0.8207
AEE,PNW,0.11012,13,0.9496,0.9541
SO,WEC,0.111054,14,0.8927,0.7308
CMS,SO,0.11255,15,0.8719,0.9719
ED,SO,0.114192,16,0.9314,0.9847
AEP,ES,0.118264,17,0.8529,1.0604
AEP,DUK,0.128372,18,0.9514,0.9626
NEE,XEL,0.131206,19,0.8838,1.0031
AEE,MO,0.138244,20,0.9062,0.8538
