Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
ES,WEC,0.057194,1,0.9843,0.8767
ED,SO,0.064478,2,0.9227,0.9526
EVRG,PNW,0.074392,3,0.9794,1.06
PCG,XEL,0.088078,4,0.9554,1.0837
DUK,ES,0.103485,5,0.9631,0.9555
ES,EVRG,0.115635,6,0.9833,0.8176
DTE,LNT,0.117439,7,0.9787,0.9007
AEP,XEL,0.121271,8,0.9357,1.0505
KO,PCG,0.127364,9,0.9328,0.8085
PEG,XEL,0.128872,10,0.9419,1.1229
KO,XEL,0.129817,11,0.9111,0.8977
DUK,PNW,0.130859,12,0.9529,0.8516
DTE,WEC,0.131937,13,0.9878,1.0758
DUK,EVRG,0.133794,14,0.9567,0.7898
KIM,REG,0.136964,15,0.9779,1.1879
EVRG,WEC,0.137835,16,0.9871,1.0564
CLX,CMS,0.140666,17,0.9588,0.9164
FITB,WFC,0.140674,18,0.9779,0.9782
DTE,PFE,0.14158,19,0.9536,0.9143
L,SNPS,0.146099,20,0.9267,0.7418
