Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,ES,0.027901,1,0.9863,1.0142
CMS,DUK,0.036013,2,0.9895,1.0435
DUK,PNW,0.040552,3,0.9753,0.95
DUK,ES,0.042876,4,0.9769,0.9539
CMS,ED,0.052243,5,0.9868,0.8523
PNW,SRE,0.058269,6,0.9645,1.0119
AEE,WEC,0.058668,7,0.978,1.041
VTR,WELL,0.05982,8,0.9543,0.9213
CMS,PNW,0.065068,9,0.973,0.9992
ES,PNW,0.067051,10,0.9633,0.9642
ED,ES,0.071256,11,0.9856,1.1736
AEP,ED,0.073534,12,0.9897,1.0469
DUK,LNT,0.078315,13,0.9732,0.8361
DUK,SRE,0.080526,14,0.949,0.969
LNT,WEC,0.084084,15,0.9868,0.9646
DTE,WEC,0.085311,16,0.9656,0.8648
CMS,LNT,0.087688,17,0.9785,0.886
DTE,LNT,0.093826,18,0.9762,0.8929
JPM,PNC,0.09675,19,0.9791,1.1084
AEP,ATO,0.099627,20,0.9655,1.0266
