Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
ED,SO,0.056137,1,0.9869
LNT,PNW,0.065158,2,0.9706
WEC,XEL,0.077015,3,0.9766
UPS,XOM,0.102445,4,0.9322
CMS,EVRG,0.108446,5,0.9605
DUK,SO,0.121566,6,0.9818
EIX,EVRG,0.122217,7,0.9177
DTE,PNW,0.124862,8,0.96
AEP,WEC,0.131448,9,0.9548
ADP,LIN,0.13319,10,0.9223
EVRG,XEL,0.13826,11,0.9487
LMT,UPS,0.139547,12,0.888
EVRG,NEE,0.144937,13,0.9054
CMS,XEL,0.147315,14,0.9791
DTE,LNT,0.149699,15,0.9353
KMB,WEC,0.150827,16,0.9302
O,VTR,0.153015,17,0.8498
PNW,WEC,0.153585,18,0.9711
DTE,GIS,0.153873,19,0.915
GD,NVR,0.162473,20,0.9522
