Ticker_A,Ticker_B,SSD,Hedge_Ratio,Rank,Mean_A,Std_A,Mean_B,Std_B
CPT,MAA,2.294642,0.9954,1,91.51566726442367,15.230749325238632,116.68446129087418,19.000275099817625
FRT,REG,2.381555,0.9952,2,78.12020114111522,13.768058678154372,42.41434473461575,8.79730543362317
CMA,KEY,2.477888,0.9951,3,47.194512488350036,11.20937053547932,13.725996380760556,3.018014994685343
FHN,KEY,2.703476,0.9946,4,12.0514329198807,2.906280922487472,13.725996380760556,3.018014994685343
RF,TFC,2.875903,0.9943,5,14.14296587308248,3.316563417713091,39.793778124309725,6.5256158452520925
KEY,RF,3.262198,0.9935,6,13.725996380760556,3.018014994685343,14.14296587308248,3.316563417713091
PNC,SCHW,3.366893,0.9933,7,128.10751409379262,27.436160662765385,52.167290059347,13.180880114198267
FHN,FITB,3.414191,0.9932,8,12.0514329198807,2.906280922487472,25.987585589999245,6.441829143496334
FHN,RF,3.419946,0.9932,9,12.0514329198807,2.906280922487472,14.14296587308248,3.316563417713091
CMA,FHN,3.565733,0.9929,10,47.194512488350036,11.20937053547932,12.0514329198807,2.906280922487472
ESS,UDR,3.687238,0.9926,11,217.22377904256186,33.929476172935935,34.110769075060645,5.532369370486403
CMA,RF,3.730524,0.9925,12,47.194512488350036,11.20937053547932,14.14296587308248,3.316563417713091
KIM,SPG,3.806286,0.9924,13,13.30168172291347,3.1663163133456798,74.06890929691376,19.789090796002885
CMA,JPM,3.982145,0.992,14,47.194512488350036,11.20937053547932,116.43797695825971,21.89460159451375
CMA,FITB,4.047788,0.9919,15,47.194512488350036,11.20937053547932,25.987585589999245,6.441829143496334
JPM,PNC,4.091926,0.9918,16,116.43797695825971,21.89460159451375,128.10751409379262,27.436160662765385
FITB,MET,4.220992,0.9916,17,25.987585589999245,6.441829143496334,44.514689006502664,9.026437363786751
AVB,UDR,4.222838,0.9916,18,150.08830424717493,21.934570977716415,34.110769075060645,5.532369370486403
AMG,RJF,4.28986,0.9914,19,119.36378117213174,37.89225000636152,65.34169940342979,14.432975659951477
BBWI,JCI,4.414518,0.9912,20,35.89773719272916,11.890877721553407,48.751687655373225,9.787942850470921
