Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CPT,MAA,0.079215,1,0.9875,1.0534
WEC,XEL,0.082331,2,0.9705,0.9896
CMS,ETR,0.091147,3,0.9644,0.9507
AEE,ETR,0.10317,4,0.9755,0.8122
DTE,PNW,0.105552,5,0.9668,0.985
CMS,PNW,0.108038,6,0.9623,0.8903
CMS,DTE,0.109997,7,0.9682,0.8784
AVB,EQR,0.113977,8,0.9922,1.0806
CMS,D,0.117706,9,0.956,1.0608
AEE,CMS,0.12672,10,0.9654,0.8155
PNC,TFC,0.127767,11,0.9798,0.9013
DTE,ETR,0.141668,12,0.9532,1.0328
ETR,XEL,0.143927,13,0.9629,0.9754
MCO,SPGI,0.14754,14,0.9875,1.0701
FITB,KEY,0.149733,15,0.9892,0.8868
ETR,WEC,0.149777,16,0.9505,0.945
CMS,XEL,0.150567,17,0.9536,0.9545
AEE,EVRG,0.152751,18,0.933,1.0017
CNP,SO,0.153668,19,0.9762,0.9022
EQR,UDR,0.158662,20,0.9825,0.8148
