Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
HBAN,KEY,0.066913,1,0.9729,0.8877
AVB,UDR,0.083675,2,0.9773,0.9987
AEP,XEL,0.088921,3,0.9884,0.8777
AIV,UDR,0.097155,4,0.9641,0.8792
CMS,ES,0.09909,5,0.986,0.946
HBAN,RF,0.10747,6,0.9477,0.9011
AIV,AVB,0.113143,7,0.964,0.8616
AEE,ED,0.119383,8,0.958,0.8487
CMS,EQR,0.121752,9,0.9753,0.941
GL,PNC,0.121918,10,0.9621,0.9202
CMS,XEL,0.14136,11,0.9866,0.9474
IEX,WTW,0.145249,12,0.9703,0.9738
ESS,XEL,0.153087,13,0.9718,0.9907
JPM,PNC,0.157252,14,0.9787,1.0347
EVRG,KO,0.160502,15,0.9398,0.8216
ED,PEG,0.160698,16,0.937,1.024
DTE,NI,0.161602,17,0.9149,1.0279
SLG,VNO,0.163824,18,0.9026,1.1565
EQR,ES,0.164352,19,0.9741,0.9673
DOC,ES,0.169135,20,0.9685,0.9637
