Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,XEL,0.056156,1,0.9962,0.9763
MTB,TFC,0.069171,2,0.9492,1.018
AVB,EQR,0.076024,3,0.9845,0.9508
AIV,UDR,0.084457,4,0.9916,0.971
CMS,FE,0.088156,5,0.9807,0.992
AEP,ES,0.09428,6,0.9826,0.969
AEP,EXC,0.095632,7,0.9891,1.1406
ETR,NEE,0.096009,8,0.9848,1.1624
EXC,FE,0.097097,9,0.9758,1.0194
CMS,DTE,0.100076,10,0.9889,0.92
AEP,WEC,0.100202,11,0.9919,1.0062
AIV,EQR,0.101909,12,0.984,1.0782
ED,LNT,0.107109,13,0.9368,0.8629
CPT,FRT,0.111273,14,0.9393,0.972
AIV,AVB,0.114491,15,0.9776,1.1071
ES,WEC,0.114897,16,0.9824,1.012
CMS,NEE,0.115577,17,0.9833,1.1356
DTE,WEC,0.121968,18,0.9843,0.9015
EXC,WEC,0.127598,19,0.9855,0.8651
ETR,PNW,0.130158,20,0.9709,0.8826
