Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
GL,HIG,0.109655,1,0.8804,1.0407
CPT,MAA,0.113117,2,0.9687,0.9364
MRSH,ROP,0.122273,3,0.9636,1.0896
CMS,FE,0.122438,4,0.931,0.8619
AEP,XEL,0.128591,5,0.9478,1.0444
CTAS,ROP,0.132291,6,0.9423,0.9225
LNT,WEC,0.134229,7,0.9026,0.6467
MCD,PEP,0.135574,8,0.8778,0.9338
DTE,LNT,0.136136,9,0.9123,1.2974
EXC,NI,0.138959,10,0.8204,0.7992
COP,EOG,0.146426,11,0.9421,1.0342
AEE,FE,0.147806,12,0.9073,0.8693
LNT,SRE,0.155651,13,0.848,0.6835
BRK-B,MRSH,0.15665,14,0.9553,0.8593
ORLY,RSG,0.166997,15,0.9368,0.8352
CL,KO,0.170487,16,0.7695,0.641
MDLZ,MNST,0.171745,17,0.9276,0.8771
CMS,CNP,0.173906,18,0.8408,1.0442
SRE,WEC,0.17543,19,0.8546,0.766
AEE,CNP,0.178215,20,0.9152,1.1701
