Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
EQR,UDR,0.099546,1,0.9058,0.8253
AEE,NI,0.100368,2,0.9892,0.9798
MCO,SPGI,0.104975,3,0.942,1.0336
KEY,RF,0.127382,4,0.9822,1.0089
AVB,EQR,0.130108,5,0.8971,1.073
DUK,SO,0.139116,6,0.9583,1.039
CPT,UDR,0.140433,7,0.9006,0.9289
AEP,DUK,0.159687,8,0.9501,1.0739
ESS,UDR,0.168799,9,0.9305,0.8854
PNC,RF,0.17013,10,0.9868,0.9864
CPT,EQR,0.170194,11,0.8685,0.9858
AVB,UDR,0.19258,12,0.8435,0.9202
EVRG,PPL,0.194071,13,0.9787,1.0514
KEY,PNC,0.211843,14,0.9697,0.9973
CMS,PNW,0.216452,15,0.9366,0.9461
CAG,GIS,0.218565,16,0.9565,0.9935
CMS,MCD,0.218612,17,0.9335,0.8579
EQR,ESS,0.228833,18,0.8602,0.827
IEX,PTC,0.232317,19,0.9354,0.9816
CAG,PEP,0.234447,20,0.9423,0.9626
