Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,ES,0.024927,1,0.993,0.9728
AEP,ED,0.026927,2,0.9927,1.0489
PNW,PPL,0.056208,3,0.9851,0.9897
ED,LNT,0.062678,4,0.9844,1.1129
DUK,SRE,0.062795,5,0.9816,0.9299
DUK,WEC,0.064989,6,0.9757,1.0681
DUK,LNT,0.065861,7,0.9866,0.9911
CMS,PCG,0.066221,8,0.9782,1.0212
AEP,LNT,0.066902,9,0.9909,1.1821
ES,PCG,0.070867,10,0.9811,1.0451
DTE,ES,0.073186,11,0.9785,0.9552
CMS,DTE,0.074242,12,0.9825,0.9837
ATO,XEL,0.082921,13,0.9861,0.8951
EIX,PCG,0.09814,14,0.9685,0.9127
EQR,KO,0.101448,15,0.9303,0.8789
SRE,WEC,0.102735,16,0.9604,1.1084
DUK,ED,0.10412,17,0.993,0.883
BRK-B,WM,0.109882,18,0.954,0.9577
AJG,CPRT,0.111711,19,0.9696,1.0075
LNT,WEC,0.113863,20,0.9879,1.0764
