Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
CMS,DTE,0.045904,1,0.9337
CMS,WEC,0.047106,2,0.9361
ES,XEL,0.0568,3,0.8985
DTE,WEC,0.06432,4,0.9368
ES,WEC,0.090081,5,0.9247
MRSH,PAYX,0.104926,6,0.9851
EVRG,WEC,0.119972,7,0.8932
ACGL,ALL,0.120559,8,0.9406
ADP,HON,0.120779,9,0.9773
ADP,PAYX,0.121848,10,0.9837
DUK,T,0.121942,11,0.7749
MAA,REG,0.12478,12,0.9074
WEC,XEL,0.125219,13,0.8719
CMS,EVRG,0.125241,14,0.838
ROP,SNPS,0.131107,15,0.9093
PAYX,SNA,0.131134,16,0.983
MRSH,SNA,0.133831,17,0.9813
DTE,EVRG,0.133875,18,0.8067
PNW,XEL,0.134566,19,0.8467
DUK,PPL,0.139742,20,0.7292
