Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
CMS,WEC,0.052101,1,0.9856
CMS,XEL,0.056991,2,0.9767
PNW,WEC,0.057046,3,0.9728
CMS,DTE,0.062451,4,0.9787
CMS,PNW,0.066617,5,0.9805
DTE,LNT,0.067469,6,0.9595
ED,SO,0.071329,7,0.9776
LNT,PNW,0.072251,8,0.9768
PNW,XEL,0.079326,9,0.9692
DTE,WEC,0.082671,10,0.975
WEC,XEL,0.084887,11,0.9696
DTE,XEL,0.093314,12,0.9491
DTE,PNW,0.094133,13,0.9628
AON,L,0.098332,14,0.9366
CMS,LNT,0.100532,15,0.9617
LNT,WEC,0.102302,16,0.9672
LNT,XEL,0.102957,17,0.9439
ADP,LIN,0.110693,18,0.9249
CB,WRB,0.111105,19,0.9633
VTR,WELL,0.120062,20,0.9624
