Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.029883,1,0.9904,0.8746
CMS,ED,0.034078,2,0.9737,1.0438
ATO,CMS,0.034383,3,0.9823,1.0007
EIX,PCG,0.034678,4,0.9878,1.0911
DUK,ED,0.035989,5,0.978,0.9392
CMS,ES,0.048803,6,0.981,0.8996
ATO,XEL,0.053852,7,0.9715,0.8733
AEP,LNT,0.062707,8,0.9665,1.2231
ED,XEL,0.063201,9,0.9755,0.8034
DUK,LNT,0.065352,10,0.9657,1.0598
AEP,DUK,0.06727,11,0.9879,1.1397
ES,XEL,0.070569,12,0.9797,0.942
CMS,DUK,0.070856,13,0.9526,1.0648
ATO,ED,0.077767,14,0.9474,1.0335
AEE,PNW,0.083295,15,0.9597,0.9001
AEE,DTE,0.089605,16,0.9587,0.9675
AEP,SRE,0.090089,17,0.9534,0.9984
NEE,XEL,0.091134,18,0.9557,0.9457
ATO,ES,0.098328,19,0.9728,0.909
BRK-B,L,0.098399,20,0.9693,0.9864
