Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
BAC,JPM,0.124244,1,0.991,1.0667
FITB,RF,0.13494,2,0.9942,1.077
ETR,EXC,0.15349,3,0.9729,1.0135
RF,TFC,0.184879,4,0.9907,1.0506
AEP,SO,0.19997,5,0.9477,0.8799
ESS,UDR,0.219498,6,0.988,1.1097
DOC,O,0.225048,7,0.9676,0.9462
AVB,UDR,0.225132,8,0.9809,1.073
ETR,PNW,0.226854,9,0.9588,1.0614
HON,PAYX,0.231442,10,0.9544,0.9852
GL,JPM,0.241497,11,0.9765,0.9461
GWW,PCAR,0.244716,12,0.9684,0.9939
HSY,LNT,0.251793,13,0.9042,0.8079
AEE,WEC,0.256744,14,0.8635,0.8861
RSG,WM,0.258404,15,0.9533,1.0132
AZO,ORLY,0.265344,16,0.9583,0.8266
DTE,YUM,0.265649,17,0.9428,0.897
FIS,MRSH,0.26598,18,0.9333,0.7859
MTB,RTX,0.267913,19,0.9866,1.054
IEX,UNP,0.274563,20,0.9624,0.8615
