Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.036226,1,0.9878,1.0421
CMS,DTE,0.054171,2,0.9868,0.8722
ES,SO,0.064335,3,0.9565,0.9512
SO,XEL,0.065608,4,0.9781,0.8251
AVB,UDR,0.077876,5,0.9873,1.0354
ALL,BRK-B,0.086971,6,0.9762,0.8938
IEX,PPG,0.087608,7,0.9277,0.9012
DTE,XEL,0.087952,8,0.9791,1.17
CMS,SO,0.088152,9,0.9758,1.2228
LNT,PPL,0.091888,10,0.9717,0.9641
CMS,PCG,0.095325,11,0.9626,0.9195
PCG,XEL,0.099932,12,0.9621,1.0687
CL,MKC,0.100706,13,0.8129,0.8604
SLG,SPG,0.106343,14,0.9726,0.9914
AON,GL,0.109549,15,0.8858,1.0679
GE,UPS,0.110187,16,0.7379,0.6516
EMR,GE,0.111696,17,0.7747,0.9179
ES,XEL,0.111872,18,0.954,0.8006
LNT,XEL,0.114451,19,0.9686,1.0187
AJG,XRAY,0.116655,20,0.6215,0.5004
