Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
DUK,ED,0.021988,1,0.9696,1.0234
CMS,XEL,0.037698,2,0.9835,1.0296
DUK,XEL,0.048084,3,0.9504,0.9586
ED,XEL,0.049123,4,0.9544,0.9118
CMS,ED,0.05414,5,0.9276,1.0154
CMS,DUK,0.057815,6,0.9249,0.959
DUK,WEC,0.059457,7,0.9298,0.8534
ATO,EIX,0.069826,8,0.9213,0.863
ED,WEC,0.071925,9,0.9183,0.7971
CMS,EIX,0.072704,10,0.9524,0.9015
LNT,PCG,0.074268,11,0.9401,0.9125
EIX,NEE,0.077532,12,0.9182,0.8858
ATO,CMS,0.081261,13,0.9599,0.949
DUK,SO,0.082429,14,0.9024,1.0221
ED,SO,0.083652,15,0.8978,0.9624
PCG,PNW,0.084533,16,0.9289,0.9544
DTE,PNW,0.087867,17,0.936,1.0906
WEC,XEL,0.089861,18,0.8937,0.9853
ES,PEG,0.09262,19,0.8518,0.777
ESS,UDR,0.095749,20,0.8659,0.9079
