Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,WEC,0.037381,1,0.9918,1.0016
CMS,DTE,0.06057,2,0.9888,0.9188
AIV,UDR,0.063445,3,0.9918,0.9653
CPT,MAA,0.065444,4,0.9747,0.9649
CMS,NEE,0.074033,5,0.983,1.1335
AEP,XEL,0.08175,6,0.9959,0.9791
AIV,EQR,0.085369,7,0.9847,1.0851
EXC,FE,0.087557,8,0.9772,1.0249
PNW,XEL,0.08881,9,0.9818,0.91
ETR,NEE,0.089002,10,0.9843,1.1427
WEC,XEL,0.089734,11,0.9955,0.9689
AVB,EQR,0.09039,12,0.9843,0.9596
DTE,WEC,0.094416,13,0.9841,0.904
AEP,ES,0.095546,14,0.9828,0.9625
FRT,MAA,0.096152,15,0.9564,0.9309
ES,XEL,0.096388,16,0.9821,0.9875
ES,WEC,0.10003,17,0.9823,1.0144
AVB,UDR,0.104792,18,0.9857,0.8504
MAA,REG,0.115387,19,0.9421,0.9663
AEE,EXC,0.120387,20,0.9762,1.0776
