Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AVB,ESS,0.043784,1,0.9826,0.9277
AVB,MAA,0.050231,2,0.9793,0.8949
EVRG,XEL,0.056181,3,0.9627,1.0406
ESS,MAA,0.062959,4,0.9766,0.9448
AEE,ED,0.066415,5,0.9209,0.8223
SO,XEL,0.07216,6,0.9655,0.7292
DUK,SO,0.081436,7,0.9283,1.1218
DUK,XEL,0.096903,8,0.9272,0.8473
AEE,D,0.103994,9,0.9486,0.9032
CMS,DTE,0.112473,10,0.9773,0.8813
DTE,PNW,0.117288,11,0.9728,1.023
EQR,UDR,0.121704,12,0.9409,1.1329
KMB,NEE,0.122777,13,0.9812,0.9415
MDLZ,MMM,0.126412,14,0.9368,0.8951
BRK-B,JNJ,0.12772,15,0.9138,1.0532
CMS,NI,0.134885,16,0.9429,1.0064
CLX,EVRG,0.135533,17,0.9273,0.9032
EVRG,SO,0.136482,18,0.9371,1.3423
KMB,VZ,0.13856,19,0.9772,0.9566
ADP,PAYX,0.140565,20,0.9556,0.8775
