Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
AEP,XEL,0.047996,1,0.9962
AEP,WEC,0.059203,2,0.9918
MTB,TFC,0.062912,3,0.9495
CMS,DTE,0.078606,4,0.9889
AIV,UDR,0.080433,5,0.9916
AVB,EQR,0.081679,6,0.9845
CMS,EXC,0.086498,7,0.9766
ETR,NEE,0.087309,8,0.9848
ES,WEC,0.090389,9,0.9825
AEP,ES,0.0924,10,0.9827
AIV,EQR,0.096932,11,0.9841
ED,LNT,0.104308,12,0.9365
DTE,WEC,0.104649,13,0.9843
ETR,EXC,0.1072,14,0.9894
EXC,XEL,0.110169,15,0.9872
CPT,FRT,0.111124,16,0.9414
WEC,XEL,0.116027,17,0.9958
AIV,AVB,0.116048,18,0.9776
AIV,EXC,0.117114,19,0.9733
AEP,EXC,0.120926,20,0.9892
