Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
ED,XEL,0.063446,1,0.9842,1.0037
PNW,XEL,0.069045,2,0.9774,1.0221
EVRG,LNT,0.085379,3,0.9793,1.0647
ED,PNW,0.08789,4,0.9779,0.9516
SO,WEC,0.092983,5,0.9856,0.8936
AEE,CNP,0.102415,6,0.9753,0.9991
EVRG,SO,0.115819,7,0.9773,0.9404
ED,PCG,0.118497,8,0.9741,1.0467
AEP,DUK,0.132144,9,0.9507,0.9311
AEE,T,0.141245,10,0.9667,0.9607
LNT,SO,0.150232,11,0.9674,0.8539
MCD,SO,0.153364,12,0.9621,0.9176
ED,T,0.155713,13,0.9698,0.8186
CNP,T,0.156699,14,0.9674,0.938
EVRG,WEC,0.16127,15,0.9714,0.8481
CLX,KMB,0.162332,16,0.8626,0.6808
JNJ,WMT,0.171596,17,0.7821,0.7921
CVX,FISV,0.184183,18,0.9688,1.0051
T,XEL,0.186269,19,0.9689,1.1695
ECL,NEE,0.187083,20,0.9273,0.9182
