Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
PNW,WEC,0.068659,1,0.9714,0.9737
LNT,PNW,0.083959,2,0.9707,0.849
DUK,SO,0.089902,3,0.9818,0.9857
LNT,WEC,0.093032,4,0.9538,0.8351
AEP,WEC,0.104323,5,0.9538,1.0266
CMS,EVRG,0.104619,6,0.9612,1.1468
DTE,PNW,0.106892,7,0.9602,0.9097
EIX,EVRG,0.107693,8,0.918,0.9822
UPS,XOM,0.109755,9,0.931,0.8442
ED,SO,0.112489,10,0.9867,1.039
BXP,EQR,0.129156,11,0.9361,1.0623
KMB,XEL,0.129814,12,0.932,0.8679
GD,NVR,0.136474,13,0.952,0.9958
DTE,WEC,0.146768,14,0.9674,0.9201
DTE,GIS,0.148346,15,0.9144,1.0676
ABT,MO,0.152445,16,0.9484,0.9062
ED,NI,0.153698,17,0.9791,0.9156
EVRG,NEE,0.15577,18,0.9065,1.0221
WEC,XEL,0.158194,19,0.9764,0.969
O,VTR,0.15876,20,0.854,0.7119
