Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
DTE,PNW,0.081588,1,0.9777,0.9973
EVRG,SO,0.101038,2,0.961,1.1513
D,ED,0.104328,3,0.9474,0.815
EVRG,LNT,0.117226,4,0.952,0.8776
EQR,UDR,0.118701,5,0.9429,0.9946
PNW,XEL,0.121911,6,0.9793,1.1943
LNT,SO,0.127391,7,0.9713,1.2589
LNT,XEL,0.127988,8,0.9674,1.0043
AVB,EQR,0.131143,9,0.9796,1.1439
AEE,SO,0.132322,10,0.9272,0.9508
EVRG,XEL,0.137955,11,0.9761,0.9356
VZ,WEC,0.141369,12,0.9788,0.9204
ABT,MKC,0.152066,13,0.9811,0.9559
DTE,XEL,0.154186,14,0.9719,1.2094
KMB,VZ,0.15867,15,0.9744,0.9338
AEE,LNT,0.165694,16,0.9413,0.7448
ADP,MDLZ,0.166779,17,0.9358,0.8712
AVB,BXP,0.169138,18,0.9372,1.0076
CMS,WEC,0.169296,19,0.9844,0.8113
MKC,WEC,0.17478,20,0.9725,1.032
