Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,DUK,0.046476,1,0.9854,1.1039
AEP,XEL,0.054039,2,0.9745,0.9011
AEE,XEL,0.060126,3,0.969,0.9373
RSG,WM,0.079531,4,0.9371,0.9698
FITB,KEY,0.081619,5,0.9694,0.9332
AEE,AEP,0.085815,6,0.9714,1.016
CB,TRV,0.091481,7,0.9587,0.9198
AVB,EQR,0.096806,8,0.9956,1.0084
ES,XEL,0.10114,9,0.9579,1.0822
AEP,ES,0.105583,10,0.9598,0.7844
DTE,LNT,0.105758,11,0.9687,1.0075
AEE,ES,0.126651,12,0.9606,0.8196
ES,EVRG,0.138271,13,0.9398,1.0135
AVB,UDR,0.140941,14,0.976,1.0087
CNP,ED,0.143385,15,0.9059,0.9757
CMS,DTE,0.144179,16,0.9556,0.9608
CSX,NSC,0.146582,17,0.9357,1.0193
LNT,NI,0.149491,18,0.9282,0.9512
AEE,EVRG,0.155563,19,0.9156,0.8427
DHI,LEN,0.156796,20,0.9835,1.0978
