Date,Pair_Rank,Ticker_A,Ticker_B,Price_A,Price_B,ZScore,Position,Unrealized_PnL,Realized_PnL,Cumulative_PnL,Status
2010-06-04,1,EVRG,WEC,11.6494,14.3416,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-07,1,EVRG,WEC,11.5349,14.2134,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-08,1,EVRG,WEC,11.6494,14.4758,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-09,1,EVRG,WEC,11.5622,14.3148,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-10,1,EVRG,WEC,11.9274,14.7413,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-11,1,EVRG,WEC,11.9001,14.8218,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-14,1,EVRG,WEC,11.9819,14.8039,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-15,1,EVRG,WEC,12.2436,15.0932,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-16,1,EVRG,WEC,12.3253,15.2721,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-17,1,EVRG,WEC,12.4725,15.4987,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-18,1,EVRG,WEC,12.418,15.4391,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-21,1,EVRG,WEC,12.4125,15.29,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-22,1,EVRG,WEC,12.1236,15.0097,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-23,1,EVRG,WEC,11.9437,14.8397,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-24,1,EVRG,WEC,11.9383,15.129,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-25,1,EVRG,WEC,11.9546,15.2989,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-28,1,EVRG,WEC,12.1236,15.4391,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-29,1,EVRG,WEC,11.9056,15.3407,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-06-30,1,EVRG,WEC,11.7802,15.1319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2010-07-01,1,EVRG,WEC,11.6548,14.8874,-1.3735,0,0.0,0.0,0.0,HOLD_CASH
2010-07-02,1,EVRG,WEC,11.7148,15.0723,-1.6067,0,0.0,0.0,0.0,HOLD_CASH
2010-07-06,1,EVRG,WEC,11.7911,15.3198,-1.8788,0,0.0,0.0,0.0,HOLD_CASH
2010-07-07,1,EVRG,WEC,12.14,15.7343,-1.5312,0,0.0,0.0,0.0,HOLD_CASH
2010-07-08,1,EVRG,WEC,12.2708,15.8,-1.0729,0,0.0,0.0,0.0,HOLD_CASH
2010-07-09,1,EVRG,WEC,12.3798,15.8328,-0.647,0,0.0,0.0,0.0,HOLD_CASH
2010-07-12,1,EVRG,WEC,12.4616,15.8775,-0.3934,0,0.0,0.0,0.0,HOLD_CASH
2010-07-13,1,EVRG,WEC,12.5543,15.9998,-0.3386,0,0.0,0.0,0.0,HOLD_CASH
2010-07-14,1,EVRG,WEC,12.6033,16.0296,-0.1482,0,0.0,0.0,0.0,HOLD_CASH
2010-07-15,1,EVRG,WEC,12.7069,16.0743,0.2476,0,0.0,0.0,0.0,HOLD_CASH
2010-07-16,1,EVRG,WEC,12.4562,15.7642,0.2918,0,0.0,0.0,0.0,HOLD_CASH
2010-07-19,1,EVRG,WEC,12.6415,16.0385,0.2068,0,0.0,0.0,0.0,HOLD_CASH
2010-07-20,1,EVRG,WEC,12.7451,16.2026,0.2086,0,0.0,0.0,0.0,HOLD_CASH
2010-07-21,1,EVRG,WEC,12.5925,15.9252,0.8736,0,0.0,0.0,0.0,HOLD_CASH
2010-07-22,1,EVRG,WEC,12.8159,16.2533,0.8702,0,0.0,0.0,0.0,HOLD_CASH
2010-07-23,1,EVRG,WEC,12.9141,16.4113,0.6423,0,0.0,0.0,0.0,HOLD_CASH
2010-07-26,1,EVRG,WEC,13.1321,16.4769,1.9034,0,0.0,0.0,0.0,HOLD_CASH
2010-07-27,1,EVRG,WEC,13.3447,16.6052,2.2874,-1,0.0,-0.5,-0.5,ENTER_SHORT_A
2010-07-28,1,EVRG,WEC,13.2302,16.5097,1.7507,-1,0.7076,-0.5,0.2076,HOLDING
2010-07-29,1,EVRG,WEC,13.143,16.3517,1.7455,-1,-0.038,-0.5,-0.538,HOLDING
2010-07-30,1,EVRG,WEC,13.0176,16.1877,1.5658,-1,-0.1586,-0.5,-0.6586,HOLDING
2010-08-02,1,EVRG,WEC,13.2139,16.5127,1.0705,-1,1.059,-0.5,0.559,HOLDING
2010-08-03,1,EVRG,WEC,13.1594,16.4352,1.0503,-1,0.9129,-0.5,0.4129,HOLDING
2010-08-04,1,EVRG,WEC,13.1921,16.465,1.0555,-1,0.7491,-0.5,0.2491,HOLDING
2010-08-05,1,EVRG,WEC,13.3175,16.5396,1.4257,-1,-0.4774,-0.5,-0.9774,HOLDING
2010-08-06,1,EVRG,WEC,13.263,16.6529,0.257,-1,2.2499,-0.5,1.7499,HOLDING
2010-08-09,1,EVRG,WEC,13.3338,16.6857,0.5417,-1,1.4164,-0.5,0.9164,HOLDING
2010-08-10,1,EVRG,WEC,13.3502,16.7364,0.2653,-1,1.8732,-0.5,1.3732,HOLDING
2010-08-11,1,EVRG,WEC,13.0013,16.5772,-1.6856,-1,6.0125,-0.5,5.5125,HOLDING
