Date,Pair_Rank,Ticker_A,Ticker_B,Price_A,Price_B,ZScore,Position,Unrealized_PnL,Realized_PnL,Cumulative_PnL,Status
2012-10-02,1,EVRG,XEL,17.9774,17.9248,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-03,1,EVRG,XEL,18.0564,18.0415,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-04,1,EVRG,XEL,18.1779,18.1322,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-05,1,EVRG,XEL,18.1232,18.1128,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-08,1,EVRG,XEL,18.1172,18.1193,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-09,1,EVRG,XEL,18.0564,18.048,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-10,1,EVRG,XEL,17.9227,17.9637,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-11,1,EVRG,XEL,17.9652,17.9702,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-12,1,EVRG,XEL,17.8133,17.9053,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-15,1,EVRG,XEL,18.0564,17.9831,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-16,1,EVRG,XEL,18.0807,18.0415,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-17,1,EVRG,XEL,18.2873,18.2878,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-18,1,EVRG,XEL,18.342,18.3267,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-19,1,EVRG,XEL,18.2752,18.1776,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-22,1,EVRG,XEL,18.0746,18.1517,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-23,1,EVRG,XEL,17.8984,18.0804,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-24,1,EVRG,XEL,17.8376,17.9248,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-25,1,EVRG,XEL,17.9774,18.1711,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-10-26,1,EVRG,XEL,17.947,18.1452,0.0,0,0.0,0.0,0.0,HOLD_CASH
